Time_Index,None,waste_biomass,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_coal,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
5272,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5273,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5274,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5275,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5276,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5277,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5278,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5279,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5280,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5281,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5282,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5283,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5284,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5285,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5286,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5287,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5288,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5289,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5290,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5291,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5292,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5293,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5294,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5295,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5296,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5297,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5298,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5299,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5300,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5301,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5302,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5303,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5304,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5305,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5306,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5307,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5308,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5309,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5310,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5311,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5312,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5313,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5314,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5315,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5316,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5317,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5318,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5319,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5320,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5321,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5322,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5323,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5324,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5325,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5326,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5327,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5328,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5329,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5330,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5331,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5332,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5333,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5334,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5335,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5336,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5337,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5338,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5339,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5340,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5341,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5342,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
5343,0.0,1.0,1.31,4.4,23.1,4.19,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
