Time_Index,NENG_CT_NG,NENG_ME_NG,NENGREST_NG,NENGREST_NG_ccs90,west_north_central_coal,new_england_uranium,NENG_CT_NG_ccs90,NENG_ME_ccs90,NENGREST_ccs90,NENG_CT_NG_ccs100,NENGREST_NG_ccs100,NENG_ME_NG_ccs90,NENG_ME_NG_ccs100,NENG_ME_ccs100,NENGREST_ccs100,None
212,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
213,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
214,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
215,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
216,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
217,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
218,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
219,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
220,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
221,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
222,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
223,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
224,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
225,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
226,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
227,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
228,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
229,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
230,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
231,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
232,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
233,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
234,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
235,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
236,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
237,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
238,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
239,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
240,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
241,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
242,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
243,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
244,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
245,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
246,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
247,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
248,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
249,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
250,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
251,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
252,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
253,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
254,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
255,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
256,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
257,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
258,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
259,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
260,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
261,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
262,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
263,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
264,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
265,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
266,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
267,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
268,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
269,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
270,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
271,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
272,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
273,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
274,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
275,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
276,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
277,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
278,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
279,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
280,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
281,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
282,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
283,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
284,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
285,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
286,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
287,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
288,0.74,0.74,1.01,1.01,0.64,0.27,0.74,0.74,1.01,0.19,0.19,1.01,0.19,0.19,0.46,0
289,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
290,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
291,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
292,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
293,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
294,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
295,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
296,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
297,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
298,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
299,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
300,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
301,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
302,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
303,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
304,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
305,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
306,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
307,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
308,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
309,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
310,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
311,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
312,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
313,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
314,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
315,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
316,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
317,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
318,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
319,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
320,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
321,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
322,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
323,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
324,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
325,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
326,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
327,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
328,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
329,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
330,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
331,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
332,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
333,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
334,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
335,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
336,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
337,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
338,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
339,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
340,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
341,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
342,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
343,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
344,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
345,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
346,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
347,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
348,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
349,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
350,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
351,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
352,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
353,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
354,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
355,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
356,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
357,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
358,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
359,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
360,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
361,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
362,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
363,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
364,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
365,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
366,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
367,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
368,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
369,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
370,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
371,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
372,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
373,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
374,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
375,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
376,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
377,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
378,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
379,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
380,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
381,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
382,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
383,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
384,0.26,0.26,0.32,0.32,0.24,0.1,0.26,0.26,0.32,0.06,0.06,0.32,0.06,0.06,0.11,0
385,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
386,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
387,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
388,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
389,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
390,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
391,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
392,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
393,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
394,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
395,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
396,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
397,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
398,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
399,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
400,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
401,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
402,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
403,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
404,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
405,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
406,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
407,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
408,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
409,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
410,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
411,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
412,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
413,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
414,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
415,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
416,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
417,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
418,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
419,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
420,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
421,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
422,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
423,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
424,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
425,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
426,0.49,0.49,0.54,0.54,0.3,0.12,0.49,0.49,0.54,0.23,0.23,0.54,0.23,0.23,0.29,0
