Time_Index,CT_NG,ME_NG,MA_NG,None,coal,blue_ammonia
1798,3.14,3.14,3.69,0,1.8729355,1.8729355
1799,3.14,3.14,3.69,0,1.8729355,1.8729355
1800,3.14,3.14,3.69,0,1.8729355,1.8729355
1801,3.14,3.14,3.69,0,1.8729355,1.8729355
1802,3.14,3.14,3.69,0,1.8729355,1.8729355
1803,3.14,3.14,3.69,0,1.8729355,1.8729355
1804,3.14,3.14,3.69,0,1.8729355,1.8729355
1805,3.14,3.14,3.69,0,1.8729355,1.8729355
1806,3.14,3.14,3.69,0,1.8729355,1.8729355
1807,3.14,3.14,3.69,0,1.8729355,1.8729355
1808,3.14,3.14,3.69,0,1.8729355,1.8729355
1809,3.14,3.14,3.69,0,1.8729355,1.8729355
1810,3.14,3.14,3.69,0,1.8729355,1.8729355
1811,3.14,3.14,3.69,0,1.8729355,1.8729355
1812,3.14,3.14,3.69,0,1.8729355,1.8729355
1813,3.14,3.14,3.69,0,1.8729355,1.8729355
1814,3.14,3.14,3.69,0,1.8729355,1.8729355
1815,3.14,3.14,3.69,0,1.8729355,1.8729355
1816,3.14,3.14,3.69,0,1.8729355,1.8729355
1817,3.14,3.14,3.69,0,1.8729355,1.8729355
1818,3.14,3.14,3.69,0,1.8729355,1.8729355
1819,3.14,3.14,3.69,0,1.8729355,1.8729355
1820,3.14,3.14,3.69,0,1.8729355,1.8729355
1821,3.14,3.14,3.69,0,1.8729355,1.8729355
1822,3.14,3.14,3.69,0,1.8729355,1.8729355
1823,3.14,3.14,3.69,0,1.8729355,1.8729355
1824,3.14,3.14,3.69,0,1.8729355,1.8729355
1825,3.14,3.14,3.69,0,1.8729355,1.8729355
1826,3.14,3.14,3.69,0,1.8729355,1.8729355
1827,3.14,3.14,3.69,0,1.8729355,1.8729355
1828,3.14,3.14,3.69,0,1.8729355,1.8729355
1829,3.14,3.14,3.69,0,1.8729355,1.8729355
1830,3.14,3.14,3.69,0,1.8729355,1.8729355
1831,3.14,3.14,3.69,0,1.8729355,1.8729355
1832,3.14,3.14,3.69,0,1.8729355,1.8729355
1833,3.14,3.14,3.69,0,1.8729355,1.8729355
1834,3.14,3.14,3.69,0,1.8729355,1.8729355
1835,3.14,3.14,3.69,0,1.8729355,1.8729355
1836,3.14,3.14,3.69,0,1.8729355,1.8729355
1837,3.14,3.14,3.69,0,1.8729355,1.8729355
1838,3.14,3.14,3.69,0,1.8729355,1.8729355
1839,3.14,3.14,3.69,0,1.8729355,1.8729355
1840,3.14,3.14,3.69,0,1.8729355,1.8729355
1841,3.14,3.14,3.69,0,1.8729355,1.8729355
1842,3.14,3.14,3.69,0,1.8729355,1.8729355
1843,3.14,3.14,3.69,0,1.8729355,1.8729355
1844,3.14,3.14,3.69,0,1.8729355,1.8729355
1845,3.14,3.14,3.69,0,1.8729355,1.8729355
1846,3.14,3.14,3.69,0,1.8729355,1.8729355
1847,3.14,3.14,3.69,0,1.8729355,1.8729355
1848,3.14,3.14,3.69,0,1.8729355,1.8729355
1849,3.14,3.14,3.69,0,1.8729355,1.8729355
1850,3.14,3.14,3.69,0,1.8729355,1.8729355
1851,3.14,3.14,3.69,0,1.8729355,1.8729355
1852,3.14,3.14,3.69,0,1.8729355,1.8729355
1853,3.14,3.14,3.69,0,1.8729355,1.8729355
1854,3.14,3.14,3.69,0,1.8729355,1.8729355
1855,3.14,3.14,3.69,0,1.8729355,1.8729355
1856,3.14,3.14,3.69,0,1.8729355,1.8729355
1857,3.14,3.14,3.69,0,1.8729355,1.8729355
1858,3.14,3.14,3.69,0,1.8729355,1.8729355
1859,3.14,3.14,3.69,0,1.8729355,1.8729355
1860,3.14,3.14,3.69,0,1.8729355,1.8729355
1861,3.14,3.14,3.69,0,1.8729355,1.8729355
1862,3.14,3.14,3.69,0,1.8729355,1.8729355
1863,3.14,3.14,3.69,0,1.8729355,1.8729355
1864,3.14,3.14,3.69,0,1.8729355,1.8729355
1865,3.14,3.14,3.69,0,1.8729355,1.8729355
1866,3.14,3.14,3.69,0,1.8729355,1.8729355
1867,3.14,3.14,3.69,0,1.8729355,1.8729355
1868,3.14,3.14,3.69,0,1.8729355,1.8729355
1869,3.14,3.14,3.69,0,1.8729355,1.8729355
1870,3.14,3.14,3.69,0,1.8729355,1.8729355
1871,3.14,3.14,3.69,0,1.8729355,1.8729355
1872,3.14,3.14,3.69,0,1.8729355,1.8729355
1873,3.14,3.14,3.69,0,1.8729355,1.8729355
1874,3.14,3.14,3.69,0,1.8729355,1.8729355
1875,3.14,3.14,3.69,0,1.8729355,1.8729355
1876,3.14,3.14,3.69,0,1.8729355,1.8729355
1877,3.14,3.14,3.69,0,1.8729355,1.8729355
1878,3.14,3.14,3.69,0,1.8729355,1.8729355
1879,3.14,3.14,3.69,0,1.8729355,1.8729355
1880,3.14,3.14,3.69,0,1.8729355,1.8729355
1881,3.14,3.14,3.69,0,1.8729355,1.8729355
1882,3.14,3.14,3.69,0,1.8729355,1.8729355
1883,3.14,3.14,3.69,0,1.8729355,1.8729355
1884,3.14,3.14,3.69,0,1.8729355,1.8729355
1885,3.14,3.14,3.69,0,1.8729355,1.8729355
1886,3.14,3.14,3.69,0,1.8729355,1.8729355
1887,3.14,3.14,3.69,0,1.8729355,1.8729355
1888,3.14,3.14,3.69,0,1.8729355,1.8729355
1889,3.14,3.14,3.69,0,1.8729355,1.8729355
1890,3.14,3.14,3.69,0,1.8729355,1.8729355
1891,3.14,3.14,3.69,0,1.8729355,1.8729355
1892,3.14,3.14,3.69,0,1.8729355,1.8729355
1893,3.14,3.14,3.69,0,1.8729355,1.8729355
1894,3.14,3.14,3.69,0,1.8729355,1.8729355
1895,3.14,3.14,3.69,0,1.8729355,1.8729355
1896,3.14,3.14,3.69,0,1.8729355,1.8729355
1897,3.14,3.14,3.69,0,1.8729355,1.8729355
1898,3.14,3.14,3.69,0,1.8729355,1.8729355
1899,3.14,3.14,3.69,0,1.8729355,1.8729355
1900,3.14,3.14,3.69,0,1.8729355,1.8729355
1901,3.14,3.14,3.69,0,1.8729355,1.8729355
1902,3.14,3.14,3.69,0,1.8729355,1.8729355
1903,3.14,3.14,3.69,0,1.8729355,1.8729355
1904,3.14,3.14,3.69,0,1.8729355,1.8729355
1905,3.14,3.14,3.69,0,1.8729355,1.8729355
1906,3.14,3.14,3.69,0,1.8729355,1.8729355
1907,3.14,3.14,3.69,0,1.8729355,1.8729355
1908,3.14,3.14,3.69,0,1.8729355,1.8729355
1909,3.14,3.14,3.69,0,1.8729355,1.8729355
1910,3.14,3.14,3.69,0,1.8729355,1.8729355
1911,3.14,3.14,3.69,0,1.8729355,1.8729355
1912,3.14,3.14,3.69,0,1.8729355,1.8729355
1913,3.14,3.14,3.69,0,1.8729355,1.8729355
1914,3.14,3.14,3.69,0,1.8729355,1.8729355
1915,3.14,3.14,3.69,0,1.8729355,1.8729355
1916,3.14,3.14,3.69,0,1.8729355,1.8729355
1917,3.14,3.14,3.69,0,1.8729355,1.8729355
1918,3.14,3.14,3.69,0,1.8729355,1.8729355
1919,3.14,3.14,3.69,0,1.8729355,1.8729355
1920,3.14,3.14,3.69,0,1.8729355,1.8729355
1921,3.14,3.14,3.69,0,1.8729355,1.8729355
1922,3.14,3.14,3.69,0,1.8729355,1.8729355
1923,3.14,3.14,3.69,0,1.8729355,1.8729355
1924,3.14,3.14,3.69,0,1.8729355,1.8729355
1925,3.14,3.14,3.69,0,1.8729355,1.8729355
1926,3.14,3.14,3.69,0,1.8729355,1.8729355
1927,3.14,3.14,3.69,0,1.8729355,1.8729355
1928,3.14,3.14,3.69,0,1.8729355,1.8729355
1929,3.14,3.14,3.69,0,1.8729355,1.8729355
1930,3.14,3.14,3.69,0,1.8729355,1.8729355
1931,3.14,3.14,3.69,0,1.8729355,1.8729355
1932,3.14,3.14,3.69,0,1.8729355,1.8729355
1933,3.14,3.14,3.69,0,1.8729355,1.8729355
1934,3.14,3.14,3.69,0,1.8729355,1.8729355
1935,3.14,3.14,3.69,0,1.8729355,1.8729355
1936,3.14,3.14,3.69,0,1.8729355,1.8729355
1937,3.14,3.14,3.69,0,1.8729355,1.8729355
1938,3.14,3.14,3.69,0,1.8729355,1.8729355
1939,3.14,3.14,3.69,0,1.8729355,1.8729355
1940,3.14,3.14,3.69,0,1.8729355,1.8729355
1941,3.14,3.14,3.69,0,1.8729355,1.8729355
1942,3.14,3.14,3.69,0,1.8729355,1.8729355
1943,3.14,3.14,3.69,0,1.8729355,1.8729355
1944,3.14,3.14,3.69,0,1.8729355,1.8729355
1945,3.14,3.14,3.69,0,1.8729355,1.8729355
1946,3.14,3.14,3.69,0,1.8729355,1.8729355
1947,3.14,3.14,3.69,0,1.8729355,1.8729355
1948,3.14,3.14,3.69,0,1.8729355,1.8729355
1949,3.14,3.14,3.69,0,1.8729355,1.8729355
1950,3.14,3.14,3.69,0,1.8729355,1.8729355
1951,3.14,3.14,3.69,0,1.8729355,1.8729355
1952,3.14,3.14,3.69,0,1.8729355,1.8729355
1953,3.14,3.14,3.69,0,1.8729355,1.8729355
1954,3.14,3.14,3.69,0,1.8729355,1.8729355
1955,3.14,3.14,3.69,0,1.8729355,1.8729355
1956,3.14,3.14,3.69,0,1.8729355,1.8729355
1957,3.14,3.14,3.69,0,1.8729355,1.8729355
1958,3.14,3.14,3.69,0,1.8729355,1.8729355
1959,3.14,3.14,3.69,0,1.8729355,1.8729355
1960,3.14,3.14,3.69,0,1.8729355,1.8729355
1961,3.14,3.14,3.69,0,1.8729355,1.8729355
1962,3.14,3.14,3.69,0,1.8729355,1.8729355
1963,3.14,3.14,3.69,0,1.8729355,1.8729355
1964,3.14,3.14,3.69,0,1.8729355,1.8729355
1965,3.14,3.14,3.69,0,1.8729355,1.8729355
1966,3.14,3.14,3.69,0,1.8729355,1.8729355
1967,3.14,3.14,3.69,0,1.8729355,1.8729355
1968,3.14,3.14,3.69,0,1.8729355,1.8729355
1969,3.14,3.14,3.69,0,1.8729355,1.8729355
1970,3.14,3.14,3.69,0,1.8729355,1.8729355
1971,3.14,3.14,3.69,0,1.8729355,1.8729355
1972,3.14,3.14,3.69,0,1.8729355,1.8729355
1973,3.14,3.14,3.69,0,1.8729355,1.8729355
1974,3.14,3.14,3.69,0,1.8729355,1.8729355
1975,3.14,3.14,3.69,0,1.8729355,1.8729355
1976,3.14,3.14,3.69,0,1.8729355,1.8729355
1977,3.14,3.14,3.69,0,1.8729355,1.8729355
1978,3.14,3.14,3.69,0,1.8729355,1.8729355
1979,3.14,3.14,3.69,0,1.8729355,1.8729355
1980,3.14,3.14,3.69,0,1.8729355,1.8729355
1981,3.14,3.14,3.69,0,1.8729355,1.8729355
1982,3.14,3.14,3.69,0,1.8729355,1.8729355
1983,3.14,3.14,3.69,0,1.8729355,1.8729355
1984,3.14,3.14,3.69,0,1.8729355,1.8729355
1985,3.14,3.14,3.69,0,1.8729355,1.8729355
1986,3.14,3.14,3.69,0,1.8729355,1.8729355
1987,3.14,3.14,3.69,0,1.8729355,1.8729355
1988,3.14,3.14,3.69,0,1.8729355,1.8729355
1989,3.14,3.14,3.69,0,1.8729355,1.8729355
1990,3.14,3.14,3.69,0,1.8729355,1.8729355
1991,3.14,3.14,3.69,0,1.8729355,1.8729355
1992,3.14,3.14,3.69,0,1.8729355,1.8729355
1993,3.14,3.14,3.69,0,1.8729355,1.8729355
1994,3.14,3.14,3.69,0,1.8729355,1.8729355
1995,3.14,3.14,3.69,0,1.8729355,1.8729355
1996,3.14,3.14,3.69,0,1.8729355,1.8729355
1997,3.14,3.14,3.69,0,1.8729355,1.8729355
1998,3.14,3.14,3.69,0,1.8729355,1.8729355
1999,3.14,3.14,3.69,0,1.8729355,1.8729355
2000,3.14,3.14,3.69,0,1.8729355,1.8729355
2001,3.14,3.14,3.69,0,1.8729355,1.8729355
2002,3.14,3.14,3.69,0,1.8729355,1.8729355
2003,3.14,3.14,3.69,0,1.8729355,1.8729355
2004,3.14,3.14,3.69,0,1.8729355,1.8729355
2005,3.14,3.14,3.69,0,1.8729355,1.8729355
2006,3.14,3.14,3.69,0,1.8729355,1.8729355
2007,3.14,3.14,3.69,0,1.8729355,1.8729355
2008,3.14,3.14,3.69,0,1.8729355,1.8729355
2009,3.14,3.14,3.69,0,1.8729355,1.8729355
2010,3.14,3.14,3.69,0,1.8729355,1.8729355
2011,3.14,3.14,3.69,0,1.8729355,1.8729355
2012,3.14,3.14,3.69,0,1.8729355,1.8729355
2013,3.14,3.14,3.69,0,1.8729355,1.8729355
2014,3.14,3.14,3.69,0,1.8729355,1.8729355
2015,3.14,3.14,3.69,0,1.8729355,1.8729355
2016,3.14,3.14,3.69,0,1.8729355,1.8729355
2017,3.14,3.14,3.69,0,1.8729355,1.8729355
2018,3.14,3.14,3.69,0,1.8729355,1.8729355
2019,3.14,3.14,3.69,0,1.8729355,1.8729355
2020,3.14,3.14,3.69,0,1.8729355,1.8729355
2021,3.14,3.14,3.69,0,1.8729355,1.8729355
2022,3.14,3.14,3.69,0,1.8729355,1.8729355
2023,3.14,3.14,3.69,0,1.8729355,1.8729355
2024,3.14,3.14,3.69,0,1.8729355,1.8729355
2025,3.14,3.14,3.69,0,1.8729355,1.8729355
2026,3.14,3.14,3.69,0,1.8729355,1.8729355
2027,3.14,3.14,3.69,0,1.8729355,1.8729355
2028,3.14,3.14,3.69,0,1.8729355,1.8729355
2029,3.14,3.14,3.69,0,1.8729355,1.8729355
2030,3.14,3.14,3.69,0,1.8729355,1.8729355
2031,3.14,3.14,3.69,0,1.8729355,1.8729355
2032,3.14,3.14,3.69,0,1.8729355,1.8729355
2033,3.14,3.14,3.69,0,1.8729355,1.8729355
2034,3.14,3.14,3.69,0,1.8729355,1.8729355
2035,3.14,3.14,3.69,0,1.8729355,1.8729355
2036,3.14,3.14,3.69,0,1.8729355,1.8729355
2037,3.14,3.14,3.69,0,1.8729355,1.8729355
2038,3.14,3.14,3.69,0,1.8729355,1.8729355
2039,3.14,3.14,3.69,0,1.8729355,1.8729355
2040,3.14,3.14,3.69,0,1.8729355,1.8729355
2041,3.14,3.14,3.69,0,1.8729355,1.8729355
2042,3.14,3.14,3.69,0,1.8729355,1.8729355
2043,3.14,3.14,3.69,0,1.8729355,1.8729355
2044,3.14,3.14,3.69,0,1.8729355,1.8729355
2045,3.14,3.14,3.69,0,1.8729355,1.8729355
2046,3.14,3.14,3.69,0,1.8729355,1.8729355
2047,3.14,3.14,3.69,0,1.8729355,1.8729355
2048,3.14,3.14,3.69,0,1.8729355,1.8729355
2049,3.14,3.14,3.69,0,1.8729355,1.8729355
2050,3.14,3.14,3.69,0,1.8729355,1.8729355
2051,3.14,3.14,3.69,0,1.8729355,1.8729355
2052,3.14,3.14,3.69,0,1.8729355,1.8729355
2053,3.14,3.14,3.69,0,1.8729355,1.8729355
2054,3.14,3.14,3.69,0,1.8729355,1.8729355
2055,3.14,3.14,3.69,0,1.8729355,1.8729355
2056,3.14,3.14,3.69,0,1.8729355,1.8729355
2057,3.14,3.14,3.69,0,1.8729355,1.8729355
2058,3.14,3.14,3.69,0,1.8729355,1.8729355
2059,3.14,3.14,3.69,0,1.8729355,1.8729355
2060,3.14,3.14,3.69,0,1.8729355,1.8729355
2061,3.14,3.14,3.69,0,1.8729355,1.8729355
2062,3.14,3.14,3.69,0,1.8729355,1.8729355
2063,3.14,3.14,3.69,0,1.8729355,1.8729355
2064,3.14,3.14,3.69,0,1.8729355,1.8729355
2065,3.14,3.14,3.69,0,1.8729355,1.8729355
2066,3.14,3.14,3.69,0,1.8729355,1.8729355
2067,3.14,3.14,3.69,0,1.8729355,1.8729355
2068,3.14,3.14,3.69,0,1.8729355,1.8729355
2069,3.14,3.14,3.69,0,1.8729355,1.8729355
2070,3.14,3.14,3.69,0,1.8729355,1.8729355
2071,3.14,3.14,3.69,0,1.8729355,1.8729355
2072,3.14,3.14,3.69,0,1.8729355,1.8729355
2073,3.14,3.14,3.69,0,1.8729355,1.8729355
2074,3.14,3.14,3.69,0,1.8729355,1.8729355
2075,3.14,3.14,3.69,0,1.8729355,1.8729355
2076,3.14,3.14,3.69,0,1.8729355,1.8729355
2077,3.14,3.14,3.69,0,1.8729355,1.8729355
2078,3.14,3.14,3.69,0,1.8729355,1.8729355
2079,3.14,3.14,3.69,0,1.8729355,1.8729355
2080,3.14,3.14,3.69,0,1.8729355,1.8729355
2081,3.14,3.14,3.69,0,1.8729355,1.8729355
2082,3.14,3.14,3.69,0,1.8729355,1.8729355
2083,3.14,3.14,3.69,0,1.8729355,1.8729355
2084,3.14,3.14,3.69,0,1.8729355,1.8729355
2085,3.14,3.14,3.69,0,1.8729355,1.8729355
2086,3.14,3.14,3.69,0,1.8729355,1.8729355
2087,3.14,3.14,3.69,0,1.8729355,1.8729355
2088,3.14,3.14,3.69,0,1.8729355,1.8729355
2089,3.14,3.14,3.69,0,1.8729355,1.8729355
2090,3.14,3.14,3.69,0,1.8729355,1.8729355
2091,3.14,3.14,3.69,0,1.8729355,1.8729355
2092,3.14,3.14,3.69,0,1.8729355,1.8729355
2093,3.14,3.14,3.69,0,1.8729355,1.8729355
2094,3.14,3.14,3.69,0,1.8729355,1.8729355
2095,3.14,3.14,3.69,0,1.8729355,1.8729355
2096,3.14,3.14,3.69,0,1.8729355,1.8729355
2097,3.14,3.14,3.69,0,1.8729355,1.8729355
2098,3.14,3.14,3.69,0,1.8729355,1.8729355
2099,3.14,3.14,3.69,0,1.8729355,1.8729355
2100,3.14,3.14,3.69,0,1.8729355,1.8729355
2101,3.14,3.14,3.69,0,1.8729355,1.8729355
2102,3.14,3.14,3.69,0,1.8729355,1.8729355
2103,3.14,3.14,3.69,0,1.8729355,1.8729355
2104,3.14,3.14,3.69,0,1.8729355,1.8729355
2105,3.14,3.14,3.69,0,1.8729355,1.8729355
2106,3.14,3.14,3.69,0,1.8729355,1.8729355
2107,3.14,3.14,3.69,0,1.8729355,1.8729355
2108,3.14,3.14,3.69,0,1.8729355,1.8729355
2109,3.14,3.14,3.69,0,1.8729355,1.8729355
2110,3.14,3.14,3.69,0,1.8729355,1.8729355
2111,3.14,3.14,3.69,0,1.8729355,1.8729355
2112,3.14,3.14,3.69,0,1.8729355,1.8729355
2113,3.14,3.14,3.69,0,1.8729355,1.8729355
2114,3.14,3.14,3.69,0,1.8729355,1.8729355
2115,3.14,3.14,3.69,0,1.8729355,1.8729355
2116,3.14,3.14,3.69,0,1.8729355,1.8729355
2117,3.14,3.14,3.69,0,1.8729355,1.8729355
2118,3.14,3.14,3.69,0,1.8729355,1.8729355
2119,3.14,3.14,3.69,0,1.8729355,1.8729355
2120,3.14,3.14,3.69,0,1.8729355,1.8729355
2121,3.14,3.14,3.69,0,1.8729355,1.8729355
2122,3.14,3.14,3.69,0,1.8729355,1.8729355
2123,3.14,3.14,3.69,0,1.8729355,1.8729355
2124,3.14,3.14,3.69,0,1.8729355,1.8729355
2125,3.14,3.14,3.69,0,1.8729355,1.8729355
2126,3.14,3.14,3.69,0,1.8729355,1.8729355
2127,3.14,3.14,3.69,0,1.8729355,1.8729355
2128,3.14,3.14,3.69,0,1.8729355,1.8729355
2129,3.14,3.14,3.69,0,1.8729355,1.8729355
2130,3.14,3.14,3.69,0,1.8729355,1.8729355
2131,3.14,3.14,3.69,0,1.8729355,1.8729355
2132,3.14,3.14,3.69,0,1.8729355,1.8729355
2133,3.14,3.14,3.69,0,1.8729355,1.8729355
2134,3.14,3.14,3.69,0,1.8729355,1.8729355
2135,3.14,3.14,3.69,0,1.8729355,1.8729355
2136,3.14,3.14,3.69,0,1.8729355,1.8729355
2137,3.14,3.14,3.69,0,1.8729355,1.8729355
2138,3.14,3.14,3.69,0,1.8729355,1.8729355
2139,3.14,3.14,3.69,0,1.8729355,1.8729355
2140,3.14,3.14,3.69,0,1.8729355,1.8729355
2141,3.14,3.14,3.69,0,1.8729355,1.8729355
2142,3.14,3.14,3.69,0,1.8729355,1.8729355
2143,3.14,3.14,3.69,0,1.8729355,1.8729355
2144,3.14,3.14,3.69,0,1.8729355,1.8729355
2145,3.14,3.14,3.69,0,1.8729355,1.8729355
2146,3.14,3.14,3.69,0,1.8729355,1.8729355
2147,3.14,3.14,3.69,0,1.8729355,1.8729355
2148,3.14,3.14,3.69,0,1.8729355,1.8729355
2149,3.14,3.14,3.69,0,1.8729355,1.8729355
2150,3.14,3.14,3.69,0,1.8729355,1.8729355
2151,3.14,3.14,3.69,0,1.8729355,1.8729355
2152,3.14,3.14,3.69,0,1.8729355,1.8729355
2153,3.14,3.14,3.69,0,1.8729355,1.8729355
2154,3.14,3.14,3.69,0,1.8729355,1.8729355
2155,3.14,3.14,3.69,0,1.8729355,1.8729355
2156,3.14,3.14,3.69,0,1.8729355,1.8729355
2157,3.14,3.14,3.69,0,1.8729355,1.8729355
2158,3.14,3.14,3.69,0,1.8729355,1.8729355
2159,3.14,3.14,3.69,0,1.8729355,1.8729355
2160,3.14,3.14,3.69,0,1.8729355,1.8729355
2161,3.14,3.14,3.69,0,1.8729355,1.8729355
2162,3.14,3.14,3.69,0,1.8729355,1.8729355
2163,3.14,3.14,3.69,0,1.8729355,1.8729355
2164,3.14,3.14,3.69,0,1.8729355,1.8729355
2165,3.14,3.14,3.69,0,1.8729355,1.8729355
2166,3.14,3.14,3.69,0,1.8729355,1.8729355
2167,3.14,3.14,3.69,0,1.8729355,1.8729355
2168,3.14,3.14,3.69,0,1.8729355,1.8729355
2169,3.14,3.14,3.69,0,1.8729355,1.8729355
2170,3.14,3.14,3.69,0,1.8729355,1.8729355
2171,3.14,3.14,3.69,0,1.8729355,1.8729355
2172,3.14,3.14,3.69,0,1.8729355,1.8729355
2173,3.14,3.14,3.69,0,1.8729355,1.8729355
2174,3.14,3.14,3.69,0,1.8729355,1.8729355
2175,3.14,3.14,3.69,0,1.8729355,1.8729355
2176,3.14,3.14,3.69,0,1.8729355,1.8729355
2177,3.14,3.14,3.69,0,1.8729355,1.8729355
2178,3.14,3.14,3.69,0,1.8729355,1.8729355
2179,3.14,3.14,3.69,0,1.8729355,1.8729355
2180,3.14,3.14,3.69,0,1.8729355,1.8729355
2181,3.14,3.14,3.69,0,1.8729355,1.8729355
2182,3.14,3.14,3.69,0,1.8729355,1.8729355
2183,3.14,3.14,3.69,0,1.8729355,1.8729355
2184,3.14,3.14,3.69,0,1.8729355,1.8729355
2185,2.13,2.13,3.18,0,1.8729355,1.8729355
2186,2.13,2.13,3.18,0,1.8729355,1.8729355
2187,2.13,2.13,3.18,0,1.8729355,1.8729355
2188,2.13,2.13,3.18,0,1.8729355,1.8729355
2189,2.13,2.13,3.18,0,1.8729355,1.8729355
2190,2.13,2.13,3.18,0,1.8729355,1.8729355
2191,2.13,2.13,3.18,0,1.8729355,1.8729355
2192,2.13,2.13,3.18,0,1.8729355,1.8729355
2193,2.13,2.13,3.18,0,1.8729355,1.8729355
2194,2.13,2.13,3.18,0,1.8729355,1.8729355
2195,2.13,2.13,3.18,0,1.8729355,1.8729355
2196,2.13,2.13,3.18,0,1.8729355,1.8729355
2197,2.13,2.13,3.18,0,1.8729355,1.8729355
2198,2.13,2.13,3.18,0,1.8729355,1.8729355
2199,2.13,2.13,3.18,0,1.8729355,1.8729355
2200,2.13,2.13,3.18,0,1.8729355,1.8729355
2201,2.13,2.13,3.18,0,1.8729355,1.8729355
2202,2.13,2.13,3.18,0,1.8729355,1.8729355
2203,2.13,2.13,3.18,0,1.8729355,1.8729355
2204,2.13,2.13,3.18,0,1.8729355,1.8729355
2205,2.13,2.13,3.18,0,1.8729355,1.8729355
2206,2.13,2.13,3.18,0,1.8729355,1.8729355
2207,2.13,2.13,3.18,0,1.8729355,1.8729355
2208,2.13,2.13,3.18,0,1.8729355,1.8729355
2209,2.13,2.13,3.18,0,1.8729355,1.8729355
2210,2.13,2.13,3.18,0,1.8729355,1.8729355
2211,2.13,2.13,3.18,0,1.8729355,1.8729355
2212,2.13,2.13,3.18,0,1.8729355,1.8729355
2213,2.13,2.13,3.18,0,1.8729355,1.8729355
2214,2.13,2.13,3.18,0,1.8729355,1.8729355
2215,2.13,2.13,3.18,0,1.8729355,1.8729355
2216,2.13,2.13,3.18,0,1.8729355,1.8729355
2217,2.13,2.13,3.18,0,1.8729355,1.8729355
2218,2.13,2.13,3.18,0,1.8729355,1.8729355
2219,2.13,2.13,3.18,0,1.8729355,1.8729355
2220,2.13,2.13,3.18,0,1.8729355,1.8729355
2221,2.13,2.13,3.18,0,1.8729355,1.8729355
2222,2.13,2.13,3.18,0,1.8729355,1.8729355
2223,2.13,2.13,3.18,0,1.8729355,1.8729355
2224,2.13,2.13,3.18,0,1.8729355,1.8729355
2225,2.13,2.13,3.18,0,1.8729355,1.8729355
2226,2.13,2.13,3.18,0,1.8729355,1.8729355
2227,2.13,2.13,3.18,0,1.8729355,1.8729355
2228,2.13,2.13,3.18,0,1.8729355,1.8729355
2229,2.13,2.13,3.18,0,1.8729355,1.8729355
2230,2.13,2.13,3.18,0,1.8729355,1.8729355
2231,2.13,2.13,3.18,0,1.8729355,1.8729355
2232,2.13,2.13,3.18,0,1.8729355,1.8729355
2233,2.13,2.13,3.18,0,1.8729355,1.8729355
2234,2.13,2.13,3.18,0,1.8729355,1.8729355
2235,2.13,2.13,3.18,0,1.8729355,1.8729355
2236,2.13,2.13,3.18,0,1.8729355,1.8729355
2237,2.13,2.13,3.18,0,1.8729355,1.8729355
2238,2.13,2.13,3.18,0,1.8729355,1.8729355
2239,2.13,2.13,3.18,0,1.8729355,1.8729355
2240,2.13,2.13,3.18,0,1.8729355,1.8729355
2241,2.13,2.13,3.18,0,1.8729355,1.8729355
2242,2.13,2.13,3.18,0,1.8729355,1.8729355
2243,2.13,2.13,3.18,0,1.8729355,1.8729355
2244,2.13,2.13,3.18,0,1.8729355,1.8729355
2245,2.13,2.13,3.18,0,1.8729355,1.8729355
2246,2.13,2.13,3.18,0,1.8729355,1.8729355
2247,2.13,2.13,3.18,0,1.8729355,1.8729355
2248,2.13,2.13,3.18,0,1.8729355,1.8729355
2249,2.13,2.13,3.18,0,1.8729355,1.8729355
2250,2.13,2.13,3.18,0,1.8729355,1.8729355
2251,2.13,2.13,3.18,0,1.8729355,1.8729355
2252,2.13,2.13,3.18,0,1.8729355,1.8729355
2253,2.13,2.13,3.18,0,1.8729355,1.8729355
2254,2.13,2.13,3.18,0,1.8729355,1.8729355
2255,2.13,2.13,3.18,0,1.8729355,1.8729355
2256,2.13,2.13,3.18,0,1.8729355,1.8729355
2257,2.13,2.13,3.18,0,1.8729355,1.8729355
2258,2.13,2.13,3.18,0,1.8729355,1.8729355
2259,2.13,2.13,3.18,0,1.8729355,1.8729355
2260,2.13,2.13,3.18,0,1.8729355,1.8729355
2261,2.13,2.13,3.18,0,1.8729355,1.8729355
2262,2.13,2.13,3.18,0,1.8729355,1.8729355
2263,2.13,2.13,3.18,0,1.8729355,1.8729355
2264,2.13,2.13,3.18,0,1.8729355,1.8729355
2265,2.13,2.13,3.18,0,1.8729355,1.8729355
2266,2.13,2.13,3.18,0,1.8729355,1.8729355
2267,2.13,2.13,3.18,0,1.8729355,1.8729355
2268,2.13,2.13,3.18,0,1.8729355,1.8729355
2269,2.13,2.13,3.18,0,1.8729355,1.8729355
2270,2.13,2.13,3.18,0,1.8729355,1.8729355
2271,2.13,2.13,3.18,0,1.8729355,1.8729355
2272,2.13,2.13,3.18,0,1.8729355,1.8729355
2273,2.13,2.13,3.18,0,1.8729355,1.8729355
2274,2.13,2.13,3.18,0,1.8729355,1.8729355
2275,2.13,2.13,3.18,0,1.8729355,1.8729355
2276,2.13,2.13,3.18,0,1.8729355,1.8729355
2277,2.13,2.13,3.18,0,1.8729355,1.8729355
2278,2.13,2.13,3.18,0,1.8729355,1.8729355
