Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_MW_z4,Demand_MW_z5,Demand_MW_z6,Demand_MW_z7,Demand_MW_z8,Demand_MW_z9
,,,,,,,,1285,0,0,0,0,119.688,0,170.94,0,163.2
,,,,,,,,1286,0,0,0,0,118.524,0,169.2,0,161.64
,,,,,,,,1287,0,0,0,0,117.264,0,167.4,0,159.84
,,,,,,,,1288,0,0,0,0,115.824,0,165.36,0,157.92
,,,,,,,,1289,0,0,0,0,114.48,0,163.5,0,156.12
,,,,,,,,1290,0,0,0,0,116.052,0,165.72,0,158.16
,,,,,,,,1291,0,0,0,0,124.26,0,177.42,0,169.44
,,,,,,,,1292,0,0,0,0,130.032,0,185.7,0,177.24
,,,,,,,,1293,0,0,0,0,127.44,0,181.98,0,173.76
,,,,,,,,1294,0,0,0,0,122.604,0,175.08,0,167.16
,,,,,,,,1295,0,0,0,0,115.056,0,164.28,0,156.84
,,,,,,,,1296,0,0,0,0,104.904,0,149.82,0,142.92
,,,,,,,,1297,0,0,0,0,95.724,0,136.74,0,130.44
,,,,,,,,1298,0,0,0,0,89.484,0,127.74,0,121.92
,,,,,,,,1299,0,0,0,0,85.884,0,122.64,0,117
,,,,,,,,1300,0,0,0,0,84.228,0,120.24,0,114.84
,,,,,,,,1301,0,0,0,0,84.324,0,120.42,0,114.96
,,,,,,,,1302,0,0,0,0,86.772,0,123.9,0,118.2
,,,,,,,,1303,0,0,0,0,94.332,0,134.7,0,128.52
,,,,,,,,1304,0,0,0,0,106.932,0,152.7,0,145.8
,,,,,,,,1305,0,0,0,0,116.436,0,166.26,0,158.64
,,,,,,,,1306,0,0,0,0,122.244,0,174.6,0,166.56
,,,,,,,,1307,0,0,0,0,125.292,0,178.92,0,170.88
,,,,,,,,1308,0,0,0,0,127.356,0,181.86,0,173.64
,,,,,,,,1309,0,0,0,0,128.028,0,182.82,0,174.48
,,,,,,,,1310,0,0,0,0,127.248,0,181.68,0,173.4
,,,,,,,,1311,0,0,0,0,126.78,0,181.02,0,172.8
,,,,,,,,1312,0,0,0,0,125.88,0,179.7,0,171.6
,,,,,,,,1313,0,0,0,0,125.316,0,178.98,0,170.88
,,,,,,,,1314,0,0,0,0,127.668,0,182.34,0,174
,,,,,,,,1315,0,0,0,0,132.864,0,189.72,0,181.08
,,,,,,,,1316,0,0,0,0,133.152,0,190.14,0,181.56
,,,,,,,,1317,0,0,0,0,128.94,0,184.14,0,175.8
,,,,,,,,1318,0,0,0,0,123.468,0,176.34,0,168.36
,,,,,,,,1319,0,0,0,0,116.28,0,166.02,0,158.52
,,,,,,,,1320,0,0,0,0,107.16,0,153,0,146.04
,,,,,,,,1321,0,0,0,0,98.136,0,140.1,0,133.8
,,,,,,,,1322,0,0,0,0,91.452,0,130.62,0,124.68
,,,,,,,,1323,0,0,0,0,87.444,0,124.86,0,119.28
,,,,,,,,1324,0,0,0,0,85.32,0,121.8,0,116.28
,,,,,,,,1325,0,0,0,0,84.528,0,120.72,0,115.2
,,,,,,,,1326,0,0,0,0,85.572,0,122.22,0,116.64
,,,,,,,,1327,0,0,0,0,88.92,0,126.96,0,121.2
,,,,,,,,1328,0,0,0,0,93.936,0,134.1,0,128.04
,,,,,,,,1329,0,0,0,0,99.792,0,142.44,0,136.08
,,,,,,,,1330,0,0,0,0,106.836,0,152.58,0,145.68
,,,,,,,,1331,0,0,0,0,112.296,0,160.32,0,153.12
,,,,,,,,1332,0,0,0,0,114.984,0,164.16,0,156.84
,,,,,,,,1333,0,0,0,0,115.044,0,164.28,0,156.84
,,,,,,,,1334,0,0,0,0,113.82,0,162.54,0,155.16
,,,,,,,,1335,0,0,0,0,111.816,0,159.66,0,152.4
,,,,,,,,1336,0,0,0,0,110.34,0,157.56,0,150.36
,,,,,,,,1337,0,0,0,0,110.1,0,157.2,0,150.12
,,,,,,,,1338,0,0,0,0,113.064,0,161.4,0,154.08
,,,,,,,,1339,0,0,0,0,121.152,0,173.04,0,165.24
,,,,,,,,1340,0,0,0,0,126.72,0,180.9,0,172.68
,,,,,,,,1341,0,0,0,0,123.912,0,176.94,0,168.96
,,,,,,,,1342,0,0,0,0,119.94,0,171.3,0,163.56
,,,,,,,,1343,0,0,0,0,114.636,0,163.68,0,156.24
,,,,,,,,1344,0,0,0,0,107.064,0,152.94,0,145.92
,,,,,,,,1345,0,0,0,0,99.816,0,142.5,0,136.08
,,,,,,,,1346,0,0,0,0,94.332,0,134.7,0,128.52
,,,,,,,,1347,0,0,0,0,90.78,0,129.6,0,123.72
,,,,,,,,1348,0,0,0,0,88.956,0,127.02,0,121.2
,,,,,,,,1349,0,0,0,0,88.56,0,126.48,0,120.72
,,,,,,,,1350,0,0,0,0,89.292,0,127.5,0,121.68
,,,,,,,,1351,0,0,0,0,91.98,0,131.34,0,125.4
,,,,,,,,1352,0,0,0,0,95.364,0,136.14,0,129.96
,,,,,,,,1353,0,0,0,0,99.996,0,142.74,0,136.32
,,,,,,,,1354,0,0,0,0,106.62,0,152.28,0,145.44
,,,,,,,,1355,0,0,0,0,110.868,0,158.34,0,151.08
,,,,,,,,1356,0,0,0,0,112.932,0,161.28,0,153.96
,,,,,,,,1357,0,0,0,0,113.544,0,162.12,0,154.8
,,,,,,,,1358,0,0,0,0,112.932,0,161.28,0,153.96
,,,,,,,,1359,0,0,0,0,110.82,0,158.22,0,151.08
,,,,,,,,1360,0,0,0,0,108.6,0,155.04,0,148.08
,,,,,,,,1361,0,0,0,0,108.384,0,154.8,0,147.84
,,,,,,,,1362,0,0,0,0,111.9,0,159.78,0,152.64
,,,,,,,,1363,0,0,0,0,121.176,0,173.04,0,165.24
,,,,,,,,1364,0,0,0,0,129.78,0,185.34,0,176.88
,,,,,,,,1365,0,0,0,0,127.452,0,181.98,0,173.76
,,,,,,,,1366,0,0,0,0,122.712,0,175.2,0,167.28
,,,,,,,,1367,0,0,0,0,115.416,0,164.82,0,157.32
,,,,,,,,1368,0,0,0,0,106.356,0,151.86,0,144.96
,,,,,,,,1369,0,0,0,0,98.304,0,140.34,0,133.92
,,,,,,,,1370,0,0,0,0,93.06,0,132.84,0,126.84
,,,,,,,,1371,0,0,0,0,90.444,0,129.18,0,123.24
,,,,,,,,1372,0,0,0,0,89.556,0,127.86,0,122.04
,,,,,,,,1373,0,0,0,0,90.084,0,128.64,0,122.88
,,,,,,,,1374,0,0,0,0,93.42,0,133.44,0,127.32
,,,,,,,,1375,0,0,0,0,102.732,0,146.7,0,140.04
,,,,,,,,1376,0,0,0,0,117.3,0,167.46,0,159.84
,,,,,,,,1377,0,0,0,0,125.052,0,178.56,0,170.52
,,,,,,,,1378,0,0,0,0,125.892,0,179.76,0,171.6
,,,,,,,,1379,0,0,0,0,125.46,0,179.1,0,171
,,,,,,,,1380,0,0,0,0,124.92,0,178.38,0,170.28
,,,,,,,,1381,0,0,0,0,123.864,0,176.88,0,168.84
,,,,,,,,1382,0,0,0,0,122.472,0,174.9,0,167.04
,,,,,,,,1383,0,0,0,0,121.44,0,173.4,0,165.48
,,,,,,,,1384,0,0,0,0,119.856,0,171.18,0,163.44
,,,,,,,,1385,0,0,0,0,119.784,0,171,0,163.32
,,,,,,,,1386,0,0,0,0,123.36,0,176.16,0,168.24
,,,,,,,,1387,0,0,0,0,131.496,0,187.8,0,179.28
,,,,,,,,1388,0,0,0,0,135.936,0,194.1,0,185.4
,,,,,,,,1389,0,0,0,0,132.444,0,189.12,0,180.48
,,,,,,,,1390,0,0,0,0,126.312,0,180.36,0,172.2
,,,,,,,,1391,0,0,0,0,117.468,0,167.7,0,160.08
,,,,,,,,1392,0,0,0,0,106.476,0,152.1,0,145.2
,,,,,,,,1393,0,0,0,0,96.528,0,137.82,0,131.52
,,,,,,,,1394,0,0,0,0,90.24,0,128.88,0,123
,,,,,,,,1395,0,0,0,0,86.772,0,123.9,0,118.2
,,,,,,,,1396,0,0,0,0,85.284,0,121.74,0,116.28
,,,,,,,,1397,0,0,0,0,85.272,0,121.74,0,116.28
,,,,,,,,1398,0,0,0,0,88.02,0,125.7,0,119.88
,,,,,,,,1399,0,0,0,0,97.116,0,138.66,0,132.36
,,,,,,,,1400,0,0,0,0,111.48,0,159.18,0,152.04
,,,,,,,,1401,0,0,0,0,119.172,0,170.16,0,162.48
,,,,,,,,1402,0,0,0,0,120.732,0,172.44,0,164.64
,,,,,,,,1403,0,0,0,0,121.224,0,173.1,0,165.36
,,,,,,,,1404,0,0,0,0,121.092,0,172.92,0,165.12
,,,,,,,,1405,0,0,0,0,120.216,0,171.66,0,163.92
,,,,,,,,1406,0,0,0,0,118.5,0,169.2,0,161.52
,,,,,,,,1407,0,0,0,0,117.456,0,167.7,0,160.08
,,,,,,,,1408,0,0,0,0,115.908,0,165.54,0,158.04
,,,,,,,,1409,0,0,0,0,115.236,0,164.52,0,157.08
,,,,,,,,1410,0,0,0,0,117.636,0,168,0,160.44
,,,,,,,,1411,0,0,0,0,126.216,0,180.24,0,172.08
,,,,,,,,1412,0,0,0,0,133.992,0,191.34,0,182.64
,,,,,,,,1413,0,0,0,0,138.276,0,197.46,0,188.52
,,,,,,,,1414,0,0,0,0,131.976,0,188.46,0,179.88
,,,,,,,,1415,0,0,0,0,122.58,0,175.02,0,167.16
,,,,,,,,1416,0,0,0,0,111.132,0,158.7,0,151.44
,,,,,,,,1417,0,0,0,0,101.124,0,144.42,0,137.88
,,,,,,,,1418,0,0,0,0,94.5,0,134.94,0,128.88
,,,,,,,,1419,0,0,0,0,91.26,0,130.32,0,124.32
,,,,,,,,1420,0,0,0,0,89.604,0,127.98,0,122.16
,,,,,,,,1421,0,0,0,0,89.628,0,127.98,0,122.16
,,,,,,,,1422,0,0,0,0,92.076,0,131.46,0,125.52
,,,,,,,,1423,0,0,0,0,100.188,0,143.04,0,136.56
,,,,,,,,1424,0,0,0,0,113.916,0,162.66,0,155.28
,,,,,,,,1425,0,0,0,0,122.688,0,175.2,0,167.28
,,,,,,,,1426,0,0,0,0,126.564,0,180.72,0,172.56
,,,,,,,,1427,0,0,0,0,129.024,0,184.2,0,175.92
,,,,,,,,1428,0,0,0,0,131.16,0,187.26,0,178.8
,,,,,,,,1429,0,0,0,0,131.868,0,188.34,0,179.88
,,,,,,,,1430,0,0,0,0,131.496,0,187.8,0,179.28
,,,,,,,,1431,0,0,0,0,130.812,0,186.78,0,178.32
,,,,,,,,1432,0,0,0,0,129.792,0,185.34,0,176.88
,,,,,,,,1433,0,0,0,0,129.42,0,184.86,0,176.4
,,,,,,,,1434,0,0,0,0,131.892,0,188.34,0,179.88
,,,,,,,,1435,0,0,0,0,138.3,0,197.46,0,188.52
,,,,,,,,1436,0,0,0,0,142.404,0,203.34,0,194.16
,,,,,,,,1437,0,0,0,0,139.26,0,198.84,0,189.84
,,,,,,,,1438,0,0,0,0,133.764,0,190.98,0,182.28
,,,,,,,,1439,0,0,0,0,124.992,0,178.5,0,170.4
,,,,,,,,1440,0,0,0,0,113.724,0,162.36,0,155.04
,,,,,,,,1441,0,0,0,0,103.692,0,148.08,0,141.36
,,,,,,,,1442,0,0,0,0,97.44,0,139.14,0,132.84
,,,,,,,,1443,0,0,0,0,94.008,0,134.28,0,128.16
,,,,,,,,1444,0,0,0,0,92.196,0,131.64,0,125.64
,,,,,,,,1445,0,0,0,0,92.316,0,131.82,0,125.88
,,,,,,,,1446,0,0,0,0,94.848,0,135.42,0,129.24
,,,,,,,,1447,0,0,0,0,103.632,0,147.96,0,141.24
,,,,,,,,1448,0,0,0,0,117.684,0,168,0,160.44
,,,,,,,,1449,0,0,0,0,126.108,0,180.06,0,171.96
,,,,,,,,1450,0,0,0,0,128.64,0,183.66,0,175.32
,,,,,,,,1451,0,0,0,0,129.312,0,184.62,0,176.28
,,,,,,,,1452,0,0,0,0,129.78,0,185.28,0,176.88
,,,,,,,,1453,0,0,0,0,129.012,0,184.2,0,175.92
,,,,,,,,1454,0,0,0,0,127.608,0,182.22,0,173.88
,,,,,,,,1455,0,0,0,0,126.864,0,181.14,0,172.92
,,,,,,,,1456,0,0,0,0,125.376,0,179.04,0,170.88
,,,,,,,,1457,0,0,0,0,124.764,0,178.14,0,170.16
,,,,,,,,1458,0,0,0,0,127.116,0,181.5,0,173.28
,,,,,,,,1459,0,0,0,0,132.96,0,189.9,0,181.2
,,,,,,,,1460,0,0,0,0,135.732,0,193.86,0,185.04
,,,,,,,,1461,0,0,0,0,132.204,0,188.76,0,180.24
,,,,,,,,1462,0,0,0,0,127.236,0,181.68,0,173.4
,,,,,,,,1463,0,0,0,0,120.42,0,171.96,0,164.16
,,,,,,,,1464,0,0,0,0,111.384,0,159.06,0,151.92
,,,,,,,,1465,0,0,0,0,102.204,0,145.92,0,139.32
,,,,,,,,1466,0,0,0,0,95.784,0,136.74,0,130.56
,,,,,,,,1467,0,0,0,0,91.848,0,131.16,0,125.28
,,,,,,,,1468,0,0,0,0,89.388,0,127.62,0,121.8
,,,,,,,,1469,0,0,0,0,88.092,0,125.76,0,120
,,,,,,,,1470,0,0,0,0,88.452,0,126.3,0,120.48
,,,,,,,,1471,0,0,0,0,91.38,0,130.44,0,124.56
,,,,,,,,1472,0,0,0,0,96.672,0,138.06,0,131.76
,,,,,,,,1473,0,0,0,0,103.176,0,147.3,0,140.64
,,,,,,,,1474,0,0,0,0,111.12,0,158.7,0,151.44
,,,,,,,,1475,0,0,0,0,116.988,0,167.04,0,159.48
,,,,,,,,1476,0,0,0,0,119.652,0,170.88,0,163.08
,,,,,,,,1477,0,0,0,0,120.204,0,171.6,0,163.92
,,,,,,,,1478,0,0,0,0,118.428,0,169.14,0,161.52
,,,,,,,,1479,0,0,0,0,114.996,0,164.22,0,156.84
,,,,,,,,1480,0,0,0,0,111.504,0,159.24,0,152.04
,,,,,,,,1481,0,0,0,0,109.224,0,156,0,148.92
,,,,,,,,1482,0,0,0,0,109.668,0,156.6,0,149.52
,,,,,,,,1483,0,0,0,0,115.368,0,164.7,0,157.32
,,,,,,,,1484,0,0,0,0,122.664,0,175.2,0,167.16
,,,,,,,,1485,0,0,0,0,119.94,0,171.3,0,163.56
,,,,,,,,1486,0,0,0,0,116.184,0,165.9,0,158.4
,,,,,,,,1487,0,0,0,0,110.424,0,157.68,0,150.48
,,,,,,,,1488,0,0,0,0,103.224,0,147.42,0,140.64
,,,,,,,,1489,0,0,0,0,95.724,0,136.74,0,130.44
,,,,,,,,1490,0,0,0,0,89.724,0,128.1,0,122.4
,,,,,,,,1491,0,0,0,0,86.064,0,122.88,0,117.36
,,,,,,,,1492,0,0,0,0,84.024,0,120,0,114.48
,,,,,,,,1493,0,0,0,0,83.184,0,118.8,0,113.4
,,,,,,,,1494,0,0,0,0,83.82,0,119.7,0,114.24
,,,,,,,,1495,0,0,0,0,86.112,0,122.94,0,117.48
,,,,,,,,1496,0,0,0,0,89.784,0,128.22,0,122.4
,,,,,,,,1497,0,0,0,0,95.052,0,135.72,0,129.6
,,,,,,,,1498,0,0,0,0,102.708,0,146.64,0,139.92
,,,,,,,,1499,0,0,0,0,108.72,0,155.28,0,148.2
,,,,,,,,1500,0,0,0,0,111.396,0,159.06,0,151.92
,,,,,,,,1501,0,0,0,0,112.416,0,160.5,0,153.24
,,,,,,,,1502,0,0,0,0,112.188,0,160.2,0,152.88
,,,,,,,,1503,0,0,0,0,110.472,0,157.74,0,150.6
,,,,,,,,1504,0,0,0,0,109.392,0,156.24,0,149.04
,,,,,,,,1505,0,0,0,0,109.416,0,156.24,0,149.16
,,,,,,,,1506,0,0,0,0,112.116,0,160.08,0,152.76
,,,,,,,,1507,0,0,0,0,119.676,0,170.94,0,163.2
,,,,,,,,1508,0,0,0,0,127.956,0,182.7,0,174.48
,,,,,,,,1509,0,0,0,0,125.952,0,179.88,0,171.72
,,,,,,,,1510,0,0,0,0,121.152,0,173.04,0,165.24
,,,,,,,,1511,0,0,0,0,113.484,0,162,0,154.68
,,,,,,,,1512,0,0,0,0,104.136,0,148.68,0,141.96
,,,,,,,,1513,0,0,0,0,95.916,0,136.98,0,130.8
,,,,,,,,1514,0,0,0,0,90.624,0,129.42,0,123.6
,,,,,,,,1515,0,0,0,0,88.212,0,125.94,0,120.24
,,,,,,,,1516,0,0,0,0,87.384,0,124.74,0,119.16
,,,,,,,,1517,0,0,0,0,88.02,0,125.7,0,119.88
,,,,,,,,1518,0,0,0,0,91.428,0,130.56,0,124.68
,,,,,,,,1519,0,0,0,0,100.98,0,144.18,0,137.64
,,,,,,,,1520,0,0,0,0,115.584,0,165,0,157.56
,,,,,,,,1521,0,0,0,0,123.708,0,176.64,0,168.6
,,,,,,,,1522,0,0,0,0,125.34,0,178.98,0,170.88
,,,,,,,,1523,0,0,0,0,125.652,0,179.46,0,171.36
,,,,,,,,1524,0,0,0,0,125.82,0,179.7,0,171.48
,,,,,,,,1525,0,0,0,0,125.016,0,178.5,0,170.4
,,,,,,,,1526,0,0,0,0,123.144,0,175.8,0,167.88
,,,,,,,,1527,0,0,0,0,121.776,0,173.88,0,165.96
,,,,,,,,1528,0,0,0,0,119.724,0,171,0,163.2
,,,,,,,,1529,0,0,0,0,119.22,0,170.28,0,162.48
,,,,,,,,1530,0,0,0,0,121.92,0,174.12,0,166.2
,,,,,,,,1531,0,0,0,0,130.14,0,185.82,0,177.48
,,,,,,,,1532,0,0,0,0,139.38,0,199.02,0,190.08
,,,,,,,,1533,0,0,0,0,137.508,0,196.32,0,187.44
,,,,,,,,1534,0,0,0,0,132.588,0,189.36,0,180.72
,,,,,,,,1535,0,0,0,0,124.272,0,177.48,0,169.44
,,,,,,,,1536,0,0,0,0,113.304,0,161.76,0,154.56
,,,,,,,,1537,0,0,0,0,103.884,0,148.32,0,141.6
,,,,,,,,1538,0,0,0,0,97.956,0,139.86,0,133.56
,,,,,,,,1539,0,0,0,0,95.34,0,136.14,0,129.96
,,,,,,,,1540,0,0,0,0,94.344,0,134.7,0,128.64
,,,,,,,,1541,0,0,0,0,94.776,0,135.36,0,129.24
,,,,,,,,1542,0,0,0,0,97.98,0,139.92,0,133.56
,,,,,,,,1543,0,0,0,0,107.328,0,153.3,0,146.28
,,,,,,,,1544,0,0,0,0,121.56,0,173.58,0,165.72
,,,,,,,,1545,0,0,0,0,129.108,0,184.32,0,176.04
,,,,,,,,1546,0,0,0,0,129.792,0,185.34,0,176.88
,,,,,,,,1547,0,0,0,0,128.412,0,183.36,0,175.08
,,,,,,,,1548,0,0,0,0,127.812,0,182.52,0,174.24
,,,,,,,,1549,0,0,0,0,126.804,0,181.08,0,172.8
,,,,,,,,1550,0,0,0,0,124.512,0,177.78,0,169.68
,,,,,,,,1551,0,0,0,0,123.072,0,175.74,0,167.76
,,,,,,,,1552,0,0,0,0,121.02,0,172.8,0,165
,,,,,,,,1553,0,0,0,0,119.472,0,170.64,0,162.96
,,,,,,,,1554,0,0,0,0,121.704,0,173.76,0,165.96
,,,,,,,,1555,0,0,0,0,128.604,0,183.6,0,175.32
,,,,,,,,1556,0,0,0,0,137.532,0,196.38,0,187.56
,,,,,,,,1557,0,0,0,0,136.176,0,194.46,0,185.64
,,,,,,,,1558,0,0,0,0,131.52,0,187.8,0,179.28
,,,,,,,,1559,0,0,0,0,122.964,0,175.56,0,167.64
,,,,,,,,1560,0,0,0,0,111.456,0,159.18,0,152.04
,,,,,,,,1561,0,0,0,0,101.244,0,144.54,0,138
,,,,,,,,1562,0,0,0,0,94.92,0,135.54,0,129.36
,,,,,,,,1563,0,0,0,0,91.704,0,130.98,0,125.04
,,,,,,,,1564,0,0,0,0,90.012,0,128.52,0,122.76
,,,,,,,,1565,0,0,0,0,90.06,0,128.64,0,122.76
,,,,,,,,1566,0,0,0,0,92.592,0,132.18,0,126.24
,,,,,,,,1567,0,0,0,0,101.616,0,145.14,0,138.6
,,,,,,,,1568,0,0,0,0,115.212,0,164.52,0,157.08
,,,,,,,,1569,0,0,0,0,121.992,0,174.18,0,166.32
,,,,,,,,1570,0,0,0,0,122.22,0,174.54,0,166.56
,,,,,,,,1571,0,0,0,0,121.392,0,173.4,0,165.48
,,,,,,,,1572,0,0,0,0,120.684,0,172.32,0,164.52
,,,,,,,,1573,0,0,0,0,119.256,0,170.28,0,162.6
,,,,,,,,1574,0,0,0,0,117.492,0,167.76,0,160.2
,,,,,,,,1575,0,0,0,0,116.484,0,166.32,0,158.76
,,,,,,,,1576,0,0,0,0,114.36,0,163.32,0,155.88
,,,,,,,,1577,0,0,0,0,113.316,0,161.82,0,154.56
,,,,,,,,1578,0,0,0,0,114.888,0,164.04,0,156.6
,,,,,,,,1579,0,0,0,0,121.308,0,173.22,0,165.36
,,,,,,,,1580,0,0,0,0,129.66,0,185.1,0,176.76
,,,,,,,,1581,0,0,0,0,127.692,0,182.34,0,174.12
,,,,,,,,1582,0,0,0,0,122.76,0,175.26,0,167.28
,,,,,,,,1583,0,0,0,0,114.204,0,163.08,0,155.76
,,,,,,,,1584,0,0,0,0,103.08,0,147.18,0,140.52
,,,,,,,,1585,0,0,0,0,92.88,0,132.66,0,126.6
,,,,,,,,1586,0,0,0,0,86.724,0,123.84,0,118.2
,,,,,,,,1587,0,0,0,0,83.364,0,119.04,0,113.64
,,,,,,,,1588,0,0,0,0,81.648,0,116.58,0,111.36
,,,,,,,,1589,0,0,0,0,81.276,0,116.04,0,110.76
,,,,,,,,1590,0,0,0,0,83.736,0,119.58,0,114.12
,,,,,,,,1591,0,0,0,0,92.328,0,131.88,0,125.88
,,,,,,,,1592,0,0,0,0,105.276,0,150.3,0,143.52
,,,,,,,,1593,0,0,0,0,113.304,0,161.76,0,154.56
,,,,,,,,1594,0,0,0,0,115.08,0,164.34,0,156.96
,,,,,,,,1595,0,0,0,0,115.692,0,165.24,0,157.68
,,,,,,,,1596,0,0,0,0,116.112,0,165.84,0,158.28
,,,,,,,,1597,0,0,0,0,116.004,0,165.6,0,158.16
,,,,,,,,1598,0,0,0,0,114.9,0,164.1,0,156.6
,,,,,,,,1599,0,0,0,0,114.384,0,163.32,0,155.88
,,,,,,,,1600,0,0,0,0,113.088,0,161.46,0,154.2
,,,,,,,,1601,0,0,0,0,112.296,0,160.38,0,153.12
,,,,,,,,1602,0,0,0,0,113.688,0,162.3,0,155.04
,,,,,,,,1603,0,0,0,0,119.7,0,170.94,0,163.2
,,,,,,,,1604,0,0,0,0,126.216,0,180.24,0,172.08
,,,,,,,,1605,0,0,0,0,123.888,0,176.94,0,168.96
,,,,,,,,1606,0,0,0,0,118.68,0,169.5,0,161.76
,,,,,,,,1607,0,0,0,0,110.268,0,157.5,0,150.24
,,,,,,,,1608,0,0,0,0,99.096,0,141.54,0,135.12
,,,,,,,,1609,0,0,0,0,89.364,0,127.62,0,121.8
,,,,,,,,1610,0,0,0,0,83.028,0,118.56,0,113.28
,,,,,,,,1611,0,0,0,0,79.752,0,113.88,0,108.72
,,,,,,,,1612,0,0,0,0,78.084,0,111.48,0,106.44
,,,,,,,,1613,0,0,0,0,77.76,0,111,0,105.96
,,,,,,,,1614,0,0,0,0,80.268,0,114.6,0,109.44
,,,,,,,,1615,0,0,0,0,88.836,0,126.84,0,121.2
,,,,,,,,1616,0,0,0,0,103.512,0,147.84,0,141.12
,,,,,,,,1617,0,0,0,0,113.316,0,161.82,0,154.56
,,,,,,,,1618,0,0,0,0,116.448,0,166.26,0,158.64
,,,,,,,,1619,0,0,0,0,117.564,0,167.88,0,160.32
,,,,,,,,1620,0,0,0,0,118.104,0,168.6,0,161.04
,,,,,,,,1621,0,0,0,0,117.468,0,167.7,0,160.08
,,,,,,,,1622,0,0,0,0,115.788,0,165.3,0,157.92
,,,,,,,,1623,0,0,0,0,114.732,0,163.8,0,156.36
,,,,,,,,1624,0,0,0,0,113.1,0,161.52,0,154.2
,,,,,,,,1625,0,0,0,0,112.512,0,160.68,0,153.36
,,,,,,,,1626,0,0,0,0,113.892,0,162.6,0,155.28
,,,,,,,,1627,0,0,0,0,118.704,0,169.5,0,161.76
,,,,,,,,1628,0,0,0,0,125.796,0,179.64,0,171.48
,,,,,,,,1629,0,0,0,0,123.66,0,176.58,0,168.6
,,,,,,,,1630,0,0,0,0,119.568,0,170.76,0,162.96
,,,,,,,,1631,0,0,0,0,113.448,0,162,0,154.68
,,,,,,,,1632,0,0,0,0,104.856,0,149.7,0,142.92
,,,,,,,,1633,0,0,0,0,96.072,0,137.22,0,130.92
,,,,,,,,1634,0,0,0,0,89.976,0,128.46,0,122.64
,,,,,,,,1635,0,0,0,0,86.868,0,124.08,0,118.44
,,,,,,,,1636,0,0,0,0,85.332,0,121.86,0,116.28
,,,,,,,,1637,0,0,0,0,84.996,0,121.38,0,115.8
,,,,,,,,1638,0,0,0,0,86.22,0,123.12,0,117.48
,,,,,,,,1639,0,0,0,0,89.82,0,128.28,0,122.4
,,,,,,,,1640,0,0,0,0,94.872,0,135.48,0,129.36
,,,,,,,,1641,0,0,0,0,102.36,0,146.16,0,139.56
,,,,,,,,1642,0,0,0,0,109.464,0,156.3,0,149.16
,,,,,,,,1643,0,0,0,0,113.88,0,162.6,0,155.28
,,,,,,,,1644,0,0,0,0,114.828,0,163.98,0,156.48
,,,,,,,,1645,0,0,0,0,113.964,0,162.72,0,155.4
,,,,,,,,1646,0,0,0,0,111.936,0,159.84,0,152.64
,,,,,,,,1647,0,0,0,0,109.452,0,156.24,0,149.16
,,,,,,,,1648,0,0,0,0,107.28,0,153.18,0,146.28
,,,,,,,,1649,0,0,0,0,106.452,0,152.04,0,145.2
,,,,,,,,1650,0,0,0,0,108.12,0,154.38,0,147.36
,,,,,,,,1651,0,0,0,0,113.412,0,162,0,154.56
,,,,,,,,1652,0,0,0,0,121.764,0,173.88,0,165.96
,,,,,,,,1653,0,0,0,0,120.156,0,171.6,0,163.8
,,,,,,,,1654,0,0,0,0,116.844,0,166.8,0,159.36
,,,,,,,,1655,0,0,0,0,111.444,0,159.12,0,151.92
,,,,,,,,1656,0,0,0,0,104.004,0,148.5,0,141.72
,,,,,,,,1657,0,0,0,0,96.684,0,138.06,0,131.76
,,,,,,,,1658,0,0,0,0,91.092,0,130.08,0,124.2
,,,,,,,,1659,0,0,0,0,89.424,0,127.68,0,121.8
,,,,,,,,1660,0,0,0,0,87.744,0,125.34,0,119.64
,,,,,,,,1661,0,0,0,0,86.028,0,122.88,0,117.24
,,,,,,,,1662,0,0,0,0,85.656,0,122.28,0,116.76
,,,,,,,,1663,0,0,0,0,86.988,0,124.2,0,118.56
,,,,,,,,1664,0,0,0,0,90.144,0,128.7,0,122.88
,,,,,,,,1665,0,0,0,0,93.708,0,133.8,0,127.8
,,,,,,,,1666,0,0,0,0,99.084,0,141.48,0,135.12
,,,,,,,,1667,0,0,0,0,103.968,0,148.44,0,141.72
,,,,,,,,1668,0,0,0,0,106.5,0,152.1,0,145.2
,,,,,,,,1669,0,0,0,0,107.148,0,153,0,146.04
,,,,,,,,1670,0,0,0,0,106.404,0,151.92,0,145.08
,,,,,,,,1671,0,0,0,0,104.268,0,148.86,0,142.2
,,,,,,,,1672,0,0,0,0,101.676,0,145.14,0,138.6
,,,,,,,,1673,0,0,0,0,100.056,0,142.86,0,136.32
,,,,,,,,1674,0,0,0,0,100.5,0,143.52,0,136.92
,,,,,,,,1675,0,0,0,0,103.428,0,147.66,0,141
,,,,,,,,1676,0,0,0,0,108.492,0,154.92,0,147.84
,,,,,,,,1677,0,0,0,0,117.516,0,167.76,0,160.2
,,,,,,,,1678,0,0,0,0,115.692,0,165.24,0,157.68
,,,,,,,,1679,0,0,0,0,108.66,0,155.16,0,148.2
,,,,,,,,1680,0,0,0,0,99.612,0,142.26,0,135.72
